column_name,what_it_measures,why_included_in_analysis,how_value_is_computed,computation_tools,narrative_summary
"mitoXperox_count,sum",SUM of `mitoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_count,sum",SUM of `mitoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_count,sum",SUM of `mitoXLD_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXLD_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXLD_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_count,sum",SUM of `lysoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `lysoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of lysoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_count,sum",SUM of `lysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `lysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of lysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_count,sum",SUM of `golgiXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `golgiXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of golgiXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_count,sum",SUM of `peroxXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `peroxXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of peroxXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_count,sum",SUM of `mitoXlysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXlysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXlysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlyso_count,mean",MEAN of `mitoXlyso_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXlyso_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXlyso_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXgolgi_count,mean",MEAN of `mitoXgolgi_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXgolgi_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXgolgi_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXperox_count,mean",MEAN of `mitoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_count,mean",MEAN of `mitoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_count,mean",MEAN of `mitoXLD_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXLD_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXLD_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_count,mean",MEAN of `lysoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `lysoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of lysoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_count,mean",MEAN of `lysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `lysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of lysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_count,mean",MEAN of `golgiXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `golgiXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of golgiXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_count,mean",MEAN of `peroxXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `peroxXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of peroxXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_count,mean",MEAN of `mitoXlysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(mean) on `mitoXlysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEAN of mitoXlysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlyso_count,median",MEDIAN of `mitoXlyso_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXlyso_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXlyso_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXgolgi_count,median",MEDIAN of `mitoXgolgi_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXgolgi_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXgolgi_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXperox_count,median",MEDIAN of `mitoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_count,median",MEDIAN of `mitoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_count,median",MEDIAN of `mitoXLD_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXLD_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXLD_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_count,median",MEDIAN of `lysoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `lysoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of lysoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_count,median",MEDIAN of `lysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `lysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of lysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_count,median",MEDIAN of `golgiXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `golgiXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of golgiXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_count,median",MEDIAN of `peroxXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `peroxXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of peroxXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_count,median",MEDIAN of `mitoXlysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(median) on `mitoXlysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The MEDIAN of mitoXlysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlyso_count,std",STD of `mitoXlyso_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXlyso_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXlyso_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXgolgi_count,std",STD of `mitoXgolgi_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXgolgi_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXgolgi_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXperox_count,std",STD of `mitoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_count,std",STD of `mitoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_count,std",STD of `mitoXLD_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXLD_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXLD_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_count,std",STD of `lysoXperox_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `lysoXperox_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of lysoXperox_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_count,std",STD of `lysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `lysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of lysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_count,std",STD of `golgiXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `golgiXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of golgiXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_count,std",STD of `peroxXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `peroxXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of peroxXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_count,std",STD of `mitoXlysoXER_count` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(std) on `mitoXlysoXER_count` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The STD of mitoXlysoXER_count values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlyso_volume,sum",SUM of `mitoXlyso_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXlyso_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXlyso_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXgolgi_volume,sum",SUM of `mitoXgolgi_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXgolgi_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXgolgi_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXperox_volume,sum",SUM of `mitoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXER_volume,sum",SUM of `mitoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXLD_volume,sum",SUM of `mitoXLD_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXLD_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXLD_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXperox_volume,sum",SUM of `lysoXperox_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `lysoXperox_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of lysoXperox_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"lysoXER_volume,sum",SUM of `lysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `lysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of lysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"golgiXER_volume,sum",SUM of `golgiXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `golgiXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of golgiXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"peroxXER_volume,sum",SUM of `peroxXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `peroxXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of peroxXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
"mitoXlysoXER_volume,sum",SUM of `mitoXlysoXER_volume` aggregated at per-image/per-mask level.,Reduces object-level measurements to image-level phenotypes for biological comparison.,"Source: raw metrics table (e.g., organelle_morphology_metrics). Computation: pandas groupby(sum) on `mitoXlysoXER_volume` per (dataset, image_name, mask_name, scale, object).","pandas (groupby, agg, merge)","The SUM of mitoXlysoXER_volume values aggregates object-level measurements into per-image summaries, reducing object-level heterogeneity into interpretable image-level descriptors. These aggregated statistics enable comparative phenotyping across experimental conditions."
